paie_id,date_id,employe_id,salaire_base,primes,heures_supplementaires,charges_sociales,cout_total
97,20240301,11,3916.67,0.0,610.78,649.69,5177.14
98,20240301,2,3916.67,0.0,405.84,620.28,4942.78
99,20240301,25,3833.33,0.0,65.02,559.41,4457.77
100,20240301,45,3500.0,0.0,193.38,530.0,4223.38
101,20240301,14,3666.67,0.0,245.29,561.37,4473.33
102,20240301,40,4083.33,0.0,358.71,637.43,5079.48
103,20240301,35,3750.0,0.0,236.05,572.0,4558.05
104,20240301,47,3666.67,0.0,328.71,573.34,4568.72
105,20240301,22,4000.0,0.0,326.06,620.79,4946.85
106,20240301,37,3750.0,0.0,208.58,568.06,4526.63
107,20240301,27,3500.0,0.0,511.41,575.64,4587.05
108,20240301,9,3583.33,0.0,453.53,579.29,4616.16
109,20240301,1,2900.0,0.0,421.92,476.7,3798.61
110,20240301,44,5083.33,0.0,323.33,775.86,6182.52
111,20240301,7,5000.0,0.0,638.62,809.14,6447.77
112,20240301,42,5000.0,0.0,0.0,717.5,5717.5
113,20240301,30,5750.0,0.0,0.0,825.12,6575.12
114,20240301,17,5333.33,0.0,0.0,765.33,6098.67
115,20240301,31,4833.33,0.0,0.0,693.58,5526.92
116,20240301,34,2550.0,0.0,0.0,365.92,2915.92
117,20240301,38,2950.0,0.0,0.0,423.32,3373.32
118,20240301,16,4500.0,0.0,0.0,645.75,5145.75
119,20240301,36,2650.0,0.0,0.0,380.27,3030.28
120,20240301,23,2900.0,0.0,0.0,416.15,3316.15
121,20240301,33,3916.67,0.0,0.0,562.04,4478.71
122,20240301,32,4333.33,0.0,0.0,621.83,4955.17
123,20240301,46,4166.67,0.0,0.0,597.92,4764.58
124,20240301,28,3750.0,0.0,0.0,538.12,4288.12
125,20240301,43,5333.33,0.0,0.0,765.33,6098.67
126,20240301,20,10416.67,0.0,0.0,1494.79,11911.46
127,20240301,21,8250.0,0.0,0.0,1183.88,9433.88
128,20240301,26,4166.67,0.0,173.64,622.83,4963.14
129,20240301,3,4083.33,0.0,19.01,588.69,4691.03
130,20240401,13,5583.33,770.32,0.0,911.75,7265.4
131,20240401,15,5166.67,1295.94,0.0,927.38,7389.99
132,20240401,19,5083.33,800.48,0.0,844.33,6728.14
133,20240401,24,4500.0,587.54,0.0,730.06,5817.6
134,20240401,10,3000.0,323.49,0.0,476.92,3800.41
135,20240401,29,2900.0,319.8,0.0,462.04,3681.84
136,20240401,8,4500.0,816.56,0.0,762.93,6079.49
137,20240401,39,4333.33,735.99,0.0,727.45,5796.77
138,20240401,18,5416.67,739.78,0.0,883.45,7039.89
139,20240401,41,7583.33,0.0,0.0,1088.21,8671.54
140,20240401,11,3916.67,0.0,137.23,581.73,4635.63
141,20240401,2,3916.67,0.0,38.15,567.52,4522.33
142,20240401,25,3833.33,0.0,63.99,559.27,4456.59
143,20240401,45,3500.0,0.0,492.45,572.92,4565.36
144,20240401,14,3666.67,0.0,358.66,577.63,4602.96
145,20240401,40,4083.33,0.0,598.82,671.89,5354.04
146,20240401,35,3750.0,0.0,333.89,586.04,4669.93
147,20240401,47,3666.67,0.0,210.39,556.36,4433.42
148,20240401,22,4000.0,0.0,493.94,644.88,5138.82
149,20240401,37,3750.0,0.0,226.65,570.65,4547.29
150,20240401,27,3500.0,0.0,252.37,538.47,4290.84
151,20240401,9,3583.33,0.0,506.3,586.86,4676.5
152,20240401,1,2900.0,0.0,154.54,438.33,3492.87
153,20240401,44,5083.33,0.0,998.45,872.74,6954.52
154,20240401,7,5000.0,0.0,790.15,830.89,6621.04
155,20240401,42,5000.0,0.0,0.0,717.5,5717.5
156,20240401,30,5750.0,0.0,0.0,825.12,6575.12
157,20240401,17,5333.33,0.0,0.0,765.33,6098.67
158,20240401,31,4833.33,0.0,0.0,693.58,5526.92
159,20240401,34,2550.0,0.0,0.0,365.92,2915.92
160,20240401,38,2950.0,0.0,0.0,423.32,3373.32
161,20240401,16,4500.0,0.0,0.0,645.75,5145.75
162,20240401,36,2650.0,0.0,0.0,380.27,3030.28
163,20240401,23,2900.0,0.0,0.0,416.15,3316.15
164,20240401,33,3916.67,0.0,0.0,562.04,4478.71
165,20240401,32,4333.33,0.0,0.0,621.83,4955.17
166,20240401,46,4166.67,0.0,0.0,597.92,4764.58
167,20240401,28,3750.0,0.0,0.0,538.12,4288.12
168,20240401,43,5333.33,0.0,0.0,765.33,6098.67
169,20240401,20,10416.67,0.0,0.0,1494.79,11911.46
170,20240401,21,8250.0,0.0,0.0,1183.88,9433.88
171,20240401,26,4166.67,0.0,815.82,714.99,5697.47
172,20240401,3,4083.33,0.0,447.01,650.1,5180.44
173,20240501,13,5583.33,1463.82,0.0,1011.27,8058.42
174,20240501,15,5166.67,608.52,0.0,828.74,6603.92
175,20240501,19,5083.33,739.63,0.0,835.6,6658.56
176,20240501,24,4500.0,490.5,0.0,716.14,5706.63
177,20240501,10,3000.0,402.33,0.0,488.23,3890.57
178,20240501,29,2900.0,480.15,0.0,485.05,3865.2
179,20240501,8,4500.0,913.27,0.0,776.8,6190.07
180,20240501,39,4333.33,706.03,0.0,723.15,5762.51
181,20240501,18,5416.67,1243.55,0.0,955.74,7615.96
182,20240501,41,7583.33,0.0,0.0,1088.21,8671.54
183,20240501,11,3916.67,0.0,556.34,641.88,5114.89
184,20240501,2,3916.67,0.0,425.32,623.07,4965.06
185,20240501,25,3833.33,0.0,639.77,641.89,5114.99
186,20240501,45,3500.0,0.0,349.59,552.42,4402.01
187,20240501,14,3666.67,0.0,138.04,545.98,4350.68
188,20240501,40,4083.33,0.0,773.76,696.99,5554.08
189,20240501,35,3750.0,0.0,638.29,629.72,5018.01
190,20240501,47,3666.67,0.0,53.93,533.9,4254.5
191,20240501,22,4000.0,0.0,345.45,623.57,4969.02
192,20240501,37,3750.0,0.0,323.51,584.55,4658.06
193,20240501,27,3500.0,0.0,429.32,563.86,4493.18
194,20240501,9,3583.33,0.0,673.18,610.81,4867.32
195,20240501,1,2900.0,0.0,207.26,445.89,3553.16
196,20240501,44,5083.33,0.0,661.5,824.38,6569.22
197,20240501,7,5000.0,0.0,40.09,723.25,5763.34
198,20240501,42,5000.0,0.0,0.0,717.5,5717.5
199,20240501,30,5750.0,0.0,0.0,825.12,6575.12
200,20240501,17,5333.33,0.0,0.0,765.33,6098.67
201,20240501,31,4833.33,0.0,0.0,693.58,5526.92
202,20240501,34,2550.0,0.0,0.0,365.92,2915.92
203,20240501,38,2950.0,0.0,0.0,423.32,3373.32
204,20240501,16,4500.0,0.0,0.0,645.75,5145.75
205,20240501,36,2650.0,0.0,0.0,380.27,3030.28
206,20240501,23,2900.0,0.0,0.0,416.15,3316.15
207,20240501,33,3916.67,0.0,0.0,562.04,4478.71
208,20240501,32,4333.33,0.0,0.0,621.83,4955.17
209,20240501,46,4166.67,0.0,0.0,597.92,4764.58
210,20240501,28,3750.0,0.0,0.0,538.12,4288.12
211,20240501,43,5333.33,0.0,0.0,765.33,6098.67
212,20240501,20,10416.67,0.0,0.0,1494.79,11911.46
213,20240501,21,8250.0,0.0,0.0,1183.88,9433.88
214,20240501,26,4166.67,0.0,668.23,693.81,5528.7
215,20240501,3,4083.33,0.0,781.42,698.09,5562.85
216,20240601,13,5583.33,1273.66,0.0,983.98,7840.98
217,20240601,15,5166.67,1210.79,0.0,915.16,7292.62
218,20240601,19,5083.33,509.3,0.0,802.54,6395.17
219,20240601,24,4500.0,357.2,0.0,697.01,5554.21
220,20240601,10,3000.0,359.91,0.0,482.15,3842.06
221,20240601,29,2900.0,592.66,0.0,501.2,3993.86
222,20240601,8,4500.0,261.09,0.0,683.22,5444.31
223,20240601,39,4333.33,828.85,0.0,740.77,5902.96
224,20240601,18,5416.67,367.64,0.0,830.05,6614.35
225,20240601,41,7583.33,0.0,0.0,1088.21,8671.54
226,20240601,11,3916.67,0.0,142.1,582.43,4641.2
227,20240601,2,3916.67,0.0,700.36,662.54,5279.57
228,20240601,25,3833.33,0.0,613.4,638.11,5084.83
229,20240601,45,3500.0,0.0,398.45,559.43,4457.87
230,20240601,14,3666.67,0.0,174.76,551.25,4392.67
231,20240601,40,4083.33,0.0,415.37,645.56,5144.27
232,20240601,35,3750.0,0.0,532.2,614.5,4896.7
233,20240601,47,3666.67,0.0,522.97,601.21,4790.84
234,20240601,22,4000.0,0.0,73.17,584.5,4657.67
235,20240601,37,3750.0,0.0,120.97,555.48,4426.45
236,20240601,27,3500.0,0.0,280.44,542.49,4322.94
237,20240601,9,3583.33,0.0,116.66,530.95,4230.94
238,20240601,1,2900.0,0.0,492.64,486.84,3879.48
239,20240601,44,5083.33,0.0,7.85,730.58,5821.77
240,20240601,7,5000.0,0.0,70.51,727.62,5798.13
241,20240601,42,5000.0,0.0,0.0,717.5,5717.5
242,20240601,30,5750.0,0.0,0.0,825.12,6575.12
243,20240601,17,5333.33,0.0,0.0,765.33,6098.67
244,20240601,31,4833.33,0.0,0.0,693.58,5526.92
245,20240601,34,2550.0,0.0,0.0,365.92,2915.92
246,20240601,38,2950.0,0.0,0.0,423.32,3373.32
247,20240601,16,4500.0,0.0,0.0,645.75,5145.75
248,20240601,36,2650.0,0.0,0.0,380.27,3030.28
249,20240601,23,2900.0,0.0,0.0,416.15,3316.15
250,20240601,33,3916.67,0.0,0.0,562.04,4478.71
251,20240601,32,4333.33,0.0,0.0,621.83,4955.17
252,20240601,46,4166.67,0.0,0.0,597.92,4764.58
253,20240601,28,3750.0,0.0,0.0,538.12,4288.12
254,20240601,43,5333.33,0.0,0.0,765.33,6098.67
255,20240601,20,10416.67,0.0,0.0,1494.79,11911.46
256,20240601,21,8250.0,0.0,0.0,1183.88,9433.88
257,20240601,26,4166.67,0.0,158.77,620.7,4946.13
258,20240601,3,4083.33,0.0,72.22,596.32,4751.88
259,20240701,13,5583.33,522.81,0.0,876.23,6982.37
260,20240701,15,5166.67,539.96,0.0,818.9,6525.53
261,20240701,19,5083.33,672.39,0.0,825.95,6581.67
262,20240701,24,4500.0,172.3,0.0,670.48,5342.78
263,20240701,10,3000.0,102.64,0.0,445.23,3547.87
264,20240701,29,2900.0,281.35,0.0,456.52,3637.88
265,20240701,8,4500.0,777.4,0.0,757.31,6034.7
266,20240701,39,4333.33,696.83,0.0,721.83,5751.99
267,20240701,18,5416.67,473.2,0.0,845.2,6735.06
268,20240701,41,7583.33,0.0,0.0,1088.21,8671.54
269,20240701,11,3916.67,0.0,496.49,633.29,5046.44
270,20240701,2,3916.67,0.0,171.28,586.62,4674.56
271,20240701,25,3833.33,0.0,407.5,608.56,4849.39
272,20240701,45,3500.0,0.0,521.87,577.14,4599.01
273,20240701,14,3666.67,0.0,417.56,586.09,4670.31
274,20240701,40,4083.33,0.0,588.43,670.4,5342.16
275,20240701,35,3750.0,0.0,490.46,608.51,4848.97
276,20240701,47,3666.67,0.0,559.42,606.44,4832.53
277,20240701,22,4000.0,0.0,511.78,647.44,5159.23
278,20240701,37,3750.0,0.0,552.01,617.34,4919.34
279,20240701,27,3500.0,0.0,404.22,560.25,4464.47
280,20240701,9,3583.33,0.0,461.95,580.5,4625.79
281,20240701,1,2900.0,0.0,271.75,455.15,3626.89
282,20240701,44,5083.33,0.0,537.54,806.6,6427.47
283,20240701,7,5000.0,0.0,400.6,774.99,6175.59
284,20240701,42,5000.0,0.0,0.0,717.5,5717.5
285,20240701,30,5750.0,0.0,0.0,825.12,6575.12
286,20240701,17,5333.33,0.0,0.0,765.33,6098.67
287,20240701,31,4833.33,0.0,0.0,693.58,5526.92
288,20240701,34,2550.0,0.0,0.0,365.92,2915.92
289,20240701,38,2950.0,0.0,0.0,423.32,3373.32
290,20240701,16,4500.0,0.0,0.0,645.75,5145.75
291,20240701,36,2650.0,0.0,0.0,380.27,3030.28
292,20240701,23,2900.0,0.0,0.0,416.15,3316.15
293,20240701,33,3916.67,0.0,0.0,562.04,4478.71
294,20240701,32,4333.33,0.0,0.0,621.83,4955.17
295,20240701,46,4166.67,0.0,0.0,597.92,4764.58
296,20240701,28,3750.0,0.0,0.0,538.12,4288.12
297,20240701,43,5333.33,0.0,0.0,765.33,6098.67
298,20240701,20,10416.67,0.0,0.0,1494.79,11911.46
299,20240701,21,8250.0,0.0,0.0,1183.88,9433.88
300,20240701,26,4166.67,0.0,478.83,666.63,5312.13
301,20240701,3,4083.33,0.0,409.29,644.69,5137.32
302,20240801,13,5583.33,406.96,0.0,859.61,6849.9
303,20240801,15,5166.67,1321.26,0.0,931.02,7418.94
304,20240801,19,5083.33,1143.43,0.0,893.54,7120.3
305,20240801,24,4500.0,240.3,0.0,680.23,5420.54
306,20240801,10,3000.0,593.8,0.0,515.71,4109.51
307,20240801,29,2900.0,618.03,0.0,504.84,4022.87
308,20240801,8,4500.0,547.37,0.0,724.3,5771.67
309,20240801,39,4333.33,611.36,0.0,709.56,5654.25
310,20240801,18,5416.67,1521.28,0.0,995.6,7933.54
311,20240801,41,7583.33,0.0,0.0,1088.21,8671.54
312,20240801,11,3916.67,0.0,299.46,605.01,4821.14
313,20240801,2,3916.67,0.0,782.42,674.32,5373.41
314,20240801,25,3833.33,0.0,466.79,617.07,4917.19
315,20240801,45,3500.0,0.0,1.46,502.46,4003.92
316,20240801,14,3666.67,0.0,714.74,628.73,5010.14
317,20240801,40,4083.33,0.0,445.44,649.88,5178.66
318,20240801,35,3750.0,0.0,475.66,606.38,4832.04
319,20240801,47,3666.67,0.0,772.45,637.01,5076.13
320,20240801,22,4000.0,0.0,154.74,596.2,4750.94
321,20240801,37,3750.0,0.0,243.23,573.03,4566.26
322,20240801,27,3500.0,0.0,703.92,603.26,4807.18
323,20240801,9,3583.33,0.0,660.52,608.99,4852.85
324,20240801,1,2900.0,0.0,269.56,454.83,3624.4
325,20240801,44,5083.33,0.0,202.16,758.47,6043.96
326,20240801,7,5000.0,0.0,1161.74,884.21,7045.95
327,20240801,42,5000.0,0.0,0.0,717.5,5717.5
328,20240801,30,5750.0,0.0,0.0,825.12,6575.12
329,20240801,17,5333.33,0.0,0.0,765.33,6098.67
330,20240801,31,4833.33,0.0,0.0,693.58,5526.92
331,20240801,34,2550.0,0.0,0.0,365.92,2915.92
332,20240801,38,2950.0,0.0,0.0,423.32,3373.32
333,20240801,36,2650.0,0.0,0.0,380.27,3030.28
334,20240801,23,2900.0,0.0,0.0,416.15,3316.15
335,20240801,33,3916.67,0.0,0.0,562.04,4478.71
336,20240801,32,4333.33,0.0,0.0,621.83,4955.17
337,20240801,46,4166.67,0.0,0.0,597.92,4764.58
338,20240801,28,3750.0,0.0,0.0,538.12,4288.12
339,20240801,43,5333.33,0.0,0.0,765.33,6098.67
340,20240801,20,10416.67,0.0,0.0,1494.79,11911.46
341,20240801,21,8250.0,0.0,0.0,1183.88,9433.88
342,20240801,26,4166.67,0.0,202.47,626.97,4996.1
343,20240801,3,4083.33,0.0,362.6,637.99,5083.92
344,20240901,13,5583.33,1625.75,0.0,1034.5,8243.59
345,20240901,15,5166.67,659.9,0.0,836.11,6662.68
346,20240901,19,5083.33,754.07,0.0,837.67,6675.07
347,20240901,24,4500.0,314.81,0.0,690.93,5505.73
348,20240901,10,3000.0,813.39,0.0,547.22,4360.61
349,20240901,29,2900.0,364.5,0.0,468.46,3732.95
350,20240901,8,4500.0,807.18,0.0,761.58,6068.76
351,20240901,39,4333.33,377.19,0.0,675.96,5386.48
352,20240901,18,5416.67,1758.28,0.0,1029.61,8204.56
353,20240901,41,7583.33,0.0,0.0,1088.21,8671.54
354,20240901,11,3916.67,0.0,622.15,651.32,5190.13
355,20240901,2,3916.67,0.0,266.6,600.3,4783.57
356,20240901,25,3833.33,0.0,153.63,572.13,4559.1
357,20240901,45,3500.0,0.0,544.73,580.42,4625.15
358,20240901,14,3666.67,0.0,41.63,532.14,4240.44
359,20240901,40,4083.33,0.0,363.86,638.17,5085.36
360,20240901,35,3750.0,0.0,277.63,577.96,4605.59
361,20240901,47,3666.67,0.0,630.91,616.7,4914.28
362,20240901,22,4000.0,0.0,284.61,614.84,4899.45
363,20240901,37,3750.0,0.0,119.45,555.27,4424.72
364,20240901,27,3500.0,0.0,173.1,527.09,4200.19
365,20240901,9,3583.33,0.0,501.56,586.18,4671.08
366,20240901,1,2900.0,0.0,611.23,503.86,4015.09
367,20240901,44,5083.33,0.0,399.24,786.75,6269.32
368,20240901,7,5000.0,0.0,1097.17,874.94,6972.12
369,20240901,42,5000.0,0.0,0.0,717.5,5717.5
370,20240901,30,5750.0,0.0,0.0,825.12,6575.12
371,20240901,17,5333.33,0.0,0.0,765.33,6098.67
372,20240901,31,4833.33,0.0,0.0,693.58,5526.92
373,20240901,34,2550.0,0.0,0.0,365.92,2915.92
374,20240901,38,2950.0,0.0,0.0,423.32,3373.32
375,20240901,36,2650.0,0.0,0.0,380.27,3030.28
376,20240901,23,2900.0,0.0,0.0,416.15,3316.15
377,20240901,33,3916.67,0.0,0.0,562.04,4478.71
378,20240901,32,4333.33,0.0,0.0,621.83,4955.17
379,20240901,46,4166.67,0.0,0.0,597.92,4764.58
380,20240901,28,3750.0,0.0,0.0,538.12,4288.12
381,20240901,43,5333.33,0.0,0.0,765.33,6098.67
382,20240901,20,10416.67,0.0,0.0,1494.79,11911.46
383,20240901,21,8250.0,0.0,0.0,1183.88,9433.88
384,20240901,26,4166.67,0.0,442.53,661.42,5270.62
385,20240901,3,4083.33,0.0,682.45,683.89,5449.67
386,20240901,12,4416.67,0.0,0.0,633.79,5050.46
387,20241001,13,5583.33,467.38,0.0,868.28,6918.99
388,20241001,15,5166.67,860.91,0.0,864.96,6892.53
389,20241001,19,5083.33,1612.55,0.0,960.86,7656.75
390,20241001,24,4500.0,1348.55,0.0,839.27,6687.82
391,20241001,10,3000.0,354.78,0.0,481.41,3836.19
392,20241001,29,2900.0,276.85,0.0,455.88,3632.73
393,20241001,8,4500.0,521.74,0.0,720.62,5742.36
394,20241001,39,4333.33,1226.94,0.0,797.9,6358.18
395,20241001,18,5416.67,1550.45,0.0,999.78,7966.9
396,20241001,41,7583.33,0.0,0.0,1088.21,8671.54
397,20241001,11,3916.67,0.0,913.24,693.09,5523.0
398,20241001,2,3916.67,0.0,238.87,596.32,4751.86
399,20241001,25,3833.33,0.0,183.83,576.46,4593.63
400,20241001,45,3500.0,0.0,148.72,523.59,4172.31
401,20241001,14,3666.67,0.0,379.52,580.63,4626.81
402,20241001,40,4083.33,0.0,929.98,719.41,5732.72
403,20241001,35,3750.0,0.0,544.03,616.19,4910.22
404,20241001,47,3666.67,0.0,449.23,590.63,4706.53
405,20241001,22,4000.0,0.0,270.8,612.86,4883.67
406,20241001,37,3750.0,0.0,662.66,633.22,5045.88
407,20241001,27,3500.0,0.0,114.96,518.75,4133.71
408,20241001,9,3583.33,0.0,497.5,585.6,4666.44
409,20241001,1,2900.0,0.0,531.77,492.46,3924.23
410,20241001,44,5083.33,0.0,435.44,791.94,6310.71
411,20241001,7,5000.0,0.0,460.66,783.6,6244.26
412,20241001,42,5000.0,0.0,0.0,717.5,5717.5
413,20241001,30,5750.0,0.0,0.0,825.12,6575.12
414,20241001,17,5333.33,0.0,0.0,765.33,6098.67
415,20241001,31,4833.33,0.0,0.0,693.58,5526.92
416,20241001,34,2550.0,0.0,0.0,365.92,2915.92
417,20241001,38,2950.0,0.0,0.0,423.32,3373.32
418,20241001,36,2650.0,0.0,0.0,380.27,3030.28
419,20241001,23,2900.0,0.0,0.0,416.15,3316.15
420,20241001,33,3916.67,0.0,0.0,562.04,4478.71
421,20241001,32,4333.33,0.0,0.0,621.83,4955.17
422,20241001,46,4166.67,0.0,0.0,597.92,4764.58
423,20241001,28,3750.0,0.0,0.0,538.12,4288.12
424,20241001,43,5333.33,0.0,0.0,765.33,6098.67
425,20241001,20,10416.67,0.0,0.0,1494.79,11911.46
426,20241001,21,8250.0,0.0,0.0,1183.88,9433.88
427,20241001,26,4166.67,0.0,1048.46,748.37,5963.5
428,20241001,3,4083.33,0.0,637.98,677.51,5398.83
429,20241001,12,4416.67,0.0,0.0,633.79,5050.46
430,20241101,13,5583.33,901.35,0.0,930.55,7415.24
431,20241101,15,5166.67,455.21,0.0,806.74,6428.62
432,20241101,19,5083.33,1233.16,0.0,906.42,7222.91
433,20241101,24,4500.0,744.98,0.0,752.65,5997.63
434,20241101,10,3000.0,463.74,0.0,497.05,3960.79
435,20241101,29,2900.0,269.79,0.0,454.86,3624.65
436,20241101,8,4500.0,587.91,0.0,730.11,5818.02
437,20241101,39,4333.33,467.58,0.0,688.93,5489.84
438,20241101,18,5416.67,847.38,0.0,898.89,7162.93
439,20241101,41,7583.33,0.0,0.0,1088.21,8671.54
440,20241101,11,3916.67,0.0,787.22,675.01,5378.9
441,20241101,2,3916.67,0.0,623.41,651.5,5191.58
442,20241101,25,3833.33,0.0,761.51,659.36,5254.2
443,20241101,45,3500.0,0.0,412.07,561.38,4473.45
444,20241101,14,3666.67,0.0,314.81,571.34,4552.81
445,20241101,40,4083.33,0.0,59.12,594.44,4736.89
446,20241101,35,3750.0,0.0,94.81,551.73,4396.54
447,20241101,47,3666.67,0.0,711.81,628.31,5006.79
448,20241101,22,4000.0,0.0,593.35,659.15,5252.5
449,20241101,37,3750.0,0.0,528.53,613.97,4892.49
450,20241101,27,3500.0,0.0,500.98,574.14,4575.12
451,20241101,9,3583.33,0.0,54.44,522.02,4159.8
452,20241101,1,2900.0,0.0,450.22,480.76,3830.97
453,20241101,44,5083.33,0.0,921.74,861.73,6866.81
454,20241101,7,5000.0,0.0,905.24,847.4,6752.65
455,20241101,42,5000.0,0.0,0.0,717.5,5717.5
456,20241101,30,5750.0,0.0,0.0,825.12,6575.12
457,20241101,17,5333.33,0.0,0.0,765.33,6098.67
458,20241101,31,4833.33,0.0,0.0,693.58,5526.92
459,20241101,34,2550.0,0.0,0.0,365.92,2915.92
460,20241101,38,2950.0,0.0,0.0,423.32,3373.32
461,20241101,36,2650.0,0.0,0.0,380.27,3030.28
462,20241101,23,2900.0,0.0,0.0,416.15,3316.15
