achat_id,no_achat,date_commande_id,date_prevue_id,date_reception_id,fournisseur_id,produit_id,quantite,cout_unitaire,montant,statut,est_retour,retard_jours
185,ACH-70067,20240702,20240723,20240808,2,13,240,308.85,74124.0,Recue,0,16
186,ACH-70067,20240702,20240723,20240808,2,6,240,178.72,42892.8,Recue,0,16
187,ACH-70068,20240718,20240808,20240808,2,27,240,249.72,59932.8,Recue,0,0
188,ACH-70068,20240718,20240808,20240808,2,170,120,16.6,1992.0,Recue,0,0
189,ACH-70068,20240718,20240808,20240808,2,167,24,205.42,4930.08,Recue,0,0
190,ACH-70068,20240718,20240808,20240808,2,31,60,294.44,17666.4,Recue,0,0
191,ACH-70068,20240718,20240808,20240808,2,167,240,205.42,49300.8,Recue,0,0
192,ACH-70069,20240805,20240826,20240826,2,162,48,66.97,3214.56,Recue,0,0
193,ACH-70069,20240805,20240826,20240826,2,13,36,308.85,11118.6,Recue,0,0
194,ACH-70069,20240805,20240826,20240826,2,13,24,308.85,7412.4,Recue,0,0
195,ACH-70069,20240805,20240826,20240826,2,157,240,24.69,5925.6,Recue,0,0
196,ACH-70070,20240818,20240908,20240908,2,27,48,249.72,11986.56,Recue,0,0
197,ACH-70071,20240906,20240927,20240927,2,25,120,146.28,17553.6,Recue,0,0
198,ACH-70071,20240906,20240927,20240927,2,31,48,294.44,14133.12,Recue,0,0
199,ACH-70071,20240906,20240927,20240927,2,158,12,180.81,2169.72,Recue,0,0
200,ACH-70072,20240918,20241009,20241009,2,6,36,178.72,6433.92,Recue,0,0
201,ACH-70072,20240918,20241009,20241009,2,158,60,180.81,10848.6,Recue,0,0
202,ACH-70072,20240918,20241009,20241009,2,29,48,238.44,11445.12,Recue,0,0
203,ACH-70073,20241002,20241023,20241023,2,157,48,24.69,1185.12,Recue,0,0
204,ACH-70073,20241002,20241023,20241023,2,164,120,98.38,11805.6,Recue,0,0
205,ACH-70073,20241002,20241023,20241023,2,180,96,93.34,8960.64,Recue,0,0
206,ACH-70073,20241002,20241023,20241023,2,13,12,308.85,3706.2,Recue,0,0
207,ACH-70073,20241002,20241023,20241023,2,164,24,98.38,2361.12,Recue,0,0
208,ACH-70074,20241015,20241105,20241105,2,177,48,211.22,10138.56,Recue,0,0
209,ACH-70074,20241015,20241105,20241105,2,162,240,66.97,16072.8,Recue,0,0
210,ACH-70074,20241015,20241105,20241105,2,11,48,288.46,13846.08,Recue,0,0
211,ACH-70074,20241015,20241105,20241105,2,27,96,249.72,23973.12,Recue,0,0
212,ACH-70075,20241102,20241123,20241123,2,157,96,24.69,2370.24,Recue,0,0
213,ACH-70075,20241102,20241123,20241123,2,25,60,146.28,8776.8,Recue,0,0
214,ACH-70075,20241102,20241123,20241123,2,163,36,294.58,10604.88,Recue,0,0
215,ACH-70075,20241102,20241123,20241123,2,27,12,249.72,2996.64,Recue,0,0
216,ACH-70076,20241122,20241213,20241213,2,27,24,249.72,5993.28,Recue,0,0
217,ACH-70076,20241122,20241213,20241213,2,157,36,24.69,888.84,Recue,0,0
218,ACH-70076,20241122,20241213,20241213,2,31,120,294.44,35332.8,Recue,0,0
219,ACH-70077,20241204,20241225,20241225,2,167,96,205.42,19720.32,Recue,0,0
220,ACH-70077,20241204,20241225,20241225,2,6,48,178.72,8578.56,Recue,0,0
221,ACH-70077,20241204,20241225,20241225,2,163,36,294.58,10604.88,Recue,0,0
222,ACH-70077,20241204,20241225,20241225,2,180,48,93.34,4480.32,Recue,0,0
223,ACH-70078,20241213,20250103,20250103,2,29,12,238.44,2861.28,Recue,0,0
224,ACH-70078,20241213,20250103,20250103,2,163,48,294.58,14139.84,Recue,0,0
225,ACH-70079,20241225,20250115,20250115,2,31,12,294.44,3533.28,Recue,0,0
226,ACH-70080,20250105,20250126,20250126,2,180,240,95.3,22872.0,Recue,0,0
227,ACH-70080,20250105,20250126,20250126,2,170,240,16.95,4068.0,Recue,0,0
228,ACH-70080,20250105,20250126,20250126,2,6,24,182.47,4379.28,Recue,0,0
229,ACH-70080,20250105,20250126,20250126,2,157,96,25.21,2420.16,Recue,0,0
230,ACH-70080,20250105,20250126,20250126,2,31,12,300.62,3607.44,Recue,0,0
231,ACH-70081,20250115,20250205,20250205,2,166,48,217.35,10432.8,Recue,0,0
232,ACH-70081,20250115,20250205,20250205,2,167,96,209.73,20134.08,Recue,0,0
233,ACH-70081,20250115,20250205,20250205,2,163,48,300.77,14436.96,Recue,0,0
234,ACH-70082,20250127,20250217,20250217,2,166,36,217.35,7824.6,Recue,0,0
235,ACH-70082,20250127,20250217,20250217,2,158,96,184.61,17722.56,Recue,0,0
236,ACH-70082,20250127,20250217,20250217,2,164,240,100.45,24108.0,Recue,0,0
237,ACH-70082,20250127,20250217,20250217,2,29,48,243.45,11685.6,Recue,0,0
238,ACH-70083,20250210,20250303,20250309,2,158,60,184.61,11076.6,Recue,0,6
239,ACH-70083,20250210,20250303,20250309,2,31,96,300.62,28859.52,Recue,0,6
240,ACH-70083,20250210,20250303,20250309,2,180,24,95.3,2287.2,Recue,0,6
241,ACH-70083,20250210,20250303,20250309,2,13,36,315.34,11352.24,Recue,0,6
242,ACH-70084,20250224,20250317,20250317,2,29,48,243.45,11685.6,Recue,0,0
243,ACH-70085,20250308,20250329,20250329,2,31,240,300.62,72148.8,Recue,0,0
244,ACH-70085,20250308,20250329,20250329,2,158,60,184.61,11076.6,Recue,0,0
245,ACH-70085,20250308,20250329,20250329,2,170,240,16.95,4068.0,Recue,0,0
246,ACH-70085,20250308,20250329,20250329,2,177,48,215.66,10351.68,Recue,0,0
247,ACH-70085,20250308,20250329,20250329,2,29,120,243.45,29214.0,Recue,0,0
248,ACH-70086,20250326,20250416,20250416,2,27,24,254.96,6119.04,Recue,0,0
249,ACH-70086,20250326,20250416,20250416,2,170,120,16.95,2034.0,Recue,0,0
250,ACH-70086,20250326,20250416,20250416,2,6,60,182.47,10948.2,Recue,0,0
251,ACH-70086,20250326,20250416,20250416,2,31,12,300.62,3607.44,Recue,0,0
252,ACH-70086,20250326,20250416,20250416,2,11,240,294.52,70684.8,Recue,0,0
253,ACH-70087,20250412,20250503,20250504,2,29,60,243.45,14607.0,Recue,0,1
254,ACH-70087,20250412,20250503,20250504,2,166,24,217.35,5216.4,Recue,0,1
255,ACH-70087,20250412,20250503,20250504,2,157,96,25.21,2420.16,Recue,0,1
256,ACH-70087,20250412,20250503,20250504,2,27,36,254.96,9178.56,Recue,0,1
257,ACH-70087,20250412,20250503,20250504,2,163,24,300.77,7218.48,Recue,0,1
258,ACH-70088,20250423,20250514,20250514,2,164,12,100.45,1205.4,Recue,0,0
259,ACH-70088,20250423,20250514,20250514,2,31,96,300.62,28859.52,Recue,0,0
260,ACH-70088,20250423,20250514,20250514,2,29,60,243.45,14607.0,Recue,0,0
261,ACH-70089,20250510,20250531,20250613,2,27,12,254.96,3059.52,Recue,0,13
262,ACH-70089,20250510,20250531,20250613,2,13,48,315.34,15136.32,Recue,0,13
263,ACH-70089,20250510,20250531,20250613,2,163,60,300.77,18046.2,Recue,0,13
264,ACH-70089,20250510,20250531,20250613,2,177,12,215.66,2587.92,Recue,0,13
265,ACH-70090,20250530,20250620,20250620,2,27,24,254.96,6119.04,Recue,0,0
266,ACH-70091,20250611,20250702,20250707,2,166,36,217.35,7824.6,Recue,0,5
267,ACH-70091,20250611,20250702,20250707,2,157,120,25.21,3025.2,Recue,0,5
268,ACH-70091,20250611,20250702,20250707,2,11,96,294.52,28273.92,Recue,0,5
269,ACH-70092,20250701,20250722,20250722,2,166,24,217.35,5216.4,Recue,0,0
270,ACH-70092,20250701,20250722,20250722,2,27,60,254.96,15297.6,Recue,0,0
271,ACH-70092,20250701,20250722,20250722,2,177,12,215.66,2587.92,Recue,0,0
272,ACH-70093,20250711,20250801,20250801,2,157,36,25.21,907.56,Recue,0,0
273,ACH-70093,20250711,20250801,20250801,2,25,24,149.35,3584.4,Recue,0,0
274,ACH-70093,20250711,20250801,20250801,2,157,36,25.21,907.56,Recue,0,0
275,ACH-70094,20250730,20250820,20250820,2,164,12,100.45,1205.4,Recue,0,0
276,ACH-70094,20250730,20250820,20250820,2,11,48,294.52,14136.96,Recue,0,0
277,ACH-70094,20250730,20250820,20250820,2,31,48,300.62,14429.76,Recue,0,0
278,ACH-70094,20250730,20250820,20250820,2,170,36,16.95,610.2,Recue,0,0
279,ACH-70094,20250730,20250820,20250820,2,31,240,300.62,72148.8,Recue,0,0
280,ACH-70095,20250819,20250909,20250923,2,158,120,184.61,22153.2,Recue,0,14
281,ACH-70095,20250819,20250909,20250923,2,170,36,16.95,610.2,Recue,0,14
282,ACH-70095,20250819,20250909,20250923,2,163,120,300.77,36092.4,Recue,0,14
283,ACH-70095,20250819,20250909,20250923,2,6,60,182.47,10948.2,Recue,0,14
284,ACH-70095,20250819,20250909,20250923,2,29,240,243.45,58428.0,Recue,0,14
285,ACH-70096,20250828,20250918,20250918,2,157,240,25.21,6050.4,Recue,0,0
286,ACH-70096,20250828,20250918,20250918,2,31,120,300.62,36074.4,Recue,0,0
287,ACH-70097,20250917,20251008,20251008,2,170,36,16.95,610.2,Recue,0,0
288,ACH-70097,20250917,20251008,20251008,2,29,120,243.45,29214.0,Recue,0,0
289,ACH-70097,20250917,20251008,20251008,2,25,120,149.35,17922.0,Recue,0,0
290,ACH-70097,20250917,20251008,20251008,2,164,60,100.45,6027.0,Recue,0,0
291,ACH-70098,20250927,20251018,20251018,2,158,60,184.61,11076.6,Recue,0,0
292,ACH-70098,20250927,20251018,20251018,2,164,48,100.45,4821.6,Recue,0,0
293,ACH-70098,20250927,20251018,20251018,2,11,240,294.52,70684.8,Recue,0,0
294,ACH-70098,20250927,20251018,20251018,2,163,24,300.77,7218.48,Recue,0,0
295,ACH-70098,20250927,20251018,20251018,2,31,120,300.62,36074.4,Recue,0,0
296,ACH-70099,20251014,20251104,20251104,2,162,120,68.38,8205.6,Recue,0,0
297,ACH-70100,20251028,20251118,20251118,2,25,120,149.35,17922.0,Recue,0,0
298,ACH-70100,20251028,20251118,20251118,2,166,120,217.35,26082.0,Recue,0,0
299,ACH-70101,20251112,20251203,20251203,2,13,120,315.34,37840.8,Recue,0,0
300,ACH-70102,20251122,20251213,20251213,2,157,12,25.21,302.52,Recue,0,0
301,ACH-70102,20251122,20251213,20251213,2,13,36,315.34,11352.24,Recue,0,0
302,ACH-70102,20251122,20251213,20251213,2,164,24,100.45,2410.8,Recue,0,0
303,ACH-70102,20251122,20251213,20251213,2,164,60,100.45,6027.0,Recue,0,0
304,ACH-70103,20251209,20251230,20251230,2,11,96,294.52,28273.92,Recue,0,0
305,ACH-70103,20251209,20251230,20251230,2,27,240,254.96,61190.4,Recue,0,0
306,ACH-70103,20251209,20251230,20251230,2,158,12,184.61,2215.32,Recue,0,0
307,ACH-70103,20251209,20251230,20251230,2,167,240,209.73,50335.2,Recue,0,0
308,ACH-70104,20251224,20260114,,2,162,60,68.38,4102.8,En transit,0,
309,ACH-70105,20240118,20240303,20240303,5,42,60,261.53,15691.8,Recue,0,0
310,ACH-70105,20240118,20240303,20240303,5,52,60,179.27,10756.2,Recue,0,0
311,ACH-70105,20240118,20240303,20240303,5,52,120,179.27,21512.4,Recue,0,0
312,ACH-70106,20240130,20240315,20240315,5,122,60,208.3,12498.0,Recue,0,0
313,ACH-70106,20240130,20240315,20240315,5,119,60,58.44,3506.4,Recue,0,0
314,ACH-70107,20240219,20240404,20240426,5,54,12,257.53,3090.36,Recue,0,22
315,ACH-70107,20240219,20240404,20240426,5,119,240,58.44,14025.6,Recue,0,22
